,date,title,url,area,news,image,keywords,summy
186,"December 07, 2018 01:14",Promise of voter slips with route map falls flat,https://www.thehindu.com/news/cities/Hyderabad/promise-of-voter-slips-with-route-map-falls-flat/article25683654.ece,hyderabad,"December 07, 2018 01:14 IST
Updated:
December 07, 2018 07:11 IST
more-in
Assembly Elections
On the other hand, many voters complain about not receiving even the simple voter slips
The Election Commission’s promise of distribution of photo voter slips with a route map to the polling station has fallen flat in the city, with many electors not even receiving the slips, let alone the route map.
Only a few electors in the 15 constituencies of the Hyderabad district have got elaborate voter slips with route maps printed overleaf, while practically none in the constituencies falling in Ranga Reddy and Medchal districts have received even simple voter slips.
Downloading slips
However, the tech-savvy citizens have the option of downloading the slips from the Chief Electoral Officer’s website ‘ceotelangana.nic.in’. “I tried, but failed to locate my polling station which is in some nondescript private school. Then I waited for the slip with the route map, which has not been delivered. Later, I tried the map provided on the Chief Electoral Officer’s website, which has failed to load,” complained P. Siddharth, a voter from the L.B. Nagar constituency.
Technical issues
Narasimha Reddy from Musheerabad constituency said he has received the slip, but it did not have any route map. Some voters, however, got the slips along with the route map, but the print quality was so bad that the map did not make any difference to them.
Officials from Greater Hyderabad Municipal Corporation (GHMC) said the maps could not be printed on many slips owing to technical issues.
None of the voters from constituencies falling under the Ranga Reddy district, but part of GHMC, have got the voter slips. Chief Electoral Officer’s office too has no clue about the percentage of voter slip distribution in constituencies outside Hyderabad.
Slow network
With many voters trying to retrieve voter slips from Chief Electoral Officer’s website in the last moment, the network has slowed down tremendously on Thursday leaving many disappointed.
As per the Chief Electoral Officer’s instructions, the booth-level officers, accompanied by political party agents, are responsible for door-to-door delivery of voter slips. The undelivered slips should be returned to the sector officer for safekeeping, to be given back to the booth-level officers on the polling day, for distribution at the polling station.
",https://www.thehindu.com/news/cities/Hyderabad/g1ety3/article25686189.ece/ALTERNATES/LANDSCAPE_615/evm,"['route', 'electoral', 'promise', 'flat', 'chief', 'constituencies', 'map', 'polling', 'voter', 'falls', 'officers', 'slips', 'website']","The Election Commission’s promise of distribution of photo voter slips with a route map to the polling station has fallen flat in the city, with many electors not even receiving the slips, let alone the route map.
Downloading slipsHowever, the tech-savvy citizens have the option of downloading the slips from the Chief Electoral Officer’s website ‘ceotelangana.nic.in’.
Then I waited for the slip with the route map, which has not been delivered.
Technical issuesNarasimha Reddy from Musheerabad constituency said he has received the slip, but it did not have any route map.
As per the Chief Electoral Officer’s instructions, the booth-level officers, accompanied by political party agents, are responsible for door-to-door delivery of voter slips."
187,"December 07, 2018 00:47",Madhu Yashki’s convoy attacked,https://www.thehindu.com/news/cities/Hyderabad/madhu-yashkis-convoy-attacked/article25683341.ece,hyderabad,"December 07, 2018 00:47 IST
Updated:
December 07, 2018 00:47 IST
more-in
Former MP calls it conspiracy by TRS leaders
Former Nizamabad MP Madhu Yashki Goud escaped unhurt when a group of people who claimed to be supporters of former Congress legislator Komireddy Ramulu attacked his convoy of vehicles near Metpally town on Thursday night. Mr. Goud blamed Member of Parliament K. Kavitha for the attack.
Reports reaching here said that Mr. Goud was on his way to Nizamabad when a group of persons claiming to be supporters of Komireddy Ramulu stopped his car near Metpally town and damaged the glass-panes of the vehicles alleging that he was responsible for denying party ticket to Mr. Ramulu from Korutla Assembly segment. Incidentally, there were some TRS activists in the group that attacked the convoy.
However, the former MP escaped unhurt. The Metpally police rushed to the spot and dispersed the mob. The police have registered a case and investigating.
The former MP, speaking to the media at Nizamabad late in the night, said that TRS workers in the garb of Congress activists attacked him when he stopped at Metpally enroute Nizamabad from Hyderabad on Thursday night.
“When I stopped for tea at the residence of Dr. Dastagiri, a group of people posing as Congressmen came and engaged me in conversation. In the course of discussion, all of a sudden they tried to attack me but the doctor’s son rescued me. However, they damaged my car. They had come with iron rods and petrol bottles,” he said.
Mr. Goud said that the attack was pre-planned and the conspiracy was hatched by the Nizamabad Member of Parliament to eliminate him for his revelations on the alleged amassing of wealth by her, K.T. Rama Rao and Chief Minister K. Chandrasekhar Rao.
He also said that the TRS regime and its police did not provide additional security to him even as he was getting threat calls for his criticism against them. He said the TRS government was trying to stiffle the voice of all those who questioned its misdeeds and undemocratic attitude.
",https://www.thehindu.com/news/cities/Hyderabad/mmf3yf/article25683340.ece/ALTERNATES/LANDSCAPE_615/hy06Car,"['mr', 'goud', 'nizamabad', 'madhu', 'trs', 'metpally', 'group', 'ramulu', 'convoy', 'attacked', 'mp', 'yashkis', 'stopped']","Former Nizamabad MP Madhu Yashki Goud escaped unhurt when a group of people who claimed to be supporters of former Congress legislator Komireddy Ramulu attacked his convoy of vehicles near Metpally town on Thursday night.
Mr. Goud blamed Member of Parliament K. Kavitha for the attack.
Incidentally, there were some TRS activists in the group that attacked the convoy.
In the course of discussion, all of a sudden they tried to attack me but the doctor’s son rescued me.
He said the TRS government was trying to stiffle the voice of all those who questioned its misdeeds and undemocratic attitude."
188,"December 07, 2018 00:42",Rationalised bus service to hit citizens,https://www.thehindu.com/news/cities/Hyderabad/rationalised-bus-service-to-hit-citizens/article25683284.ece,hyderabad,"December 07, 2018 00:42 IST
Updated:
December 07, 2018 00:42 IST
more-in
Old Nalgonda district has sent 400 vehicles for poll duty in 3 districts
Passengers of Nalgonda would have to wait longer, adjust and make space for others on the State-run buses over the weekend with nearly 55% from the fleet allotted for election duty.
The old district of Nalgonda, which operates 730 buses on a daily basis, has sent 400 vehicles for poll duty to the 12 constituencies in three districts. The new Nalgonda gets 169 buses, and Suryapet and Yadadri-Bhuvanagiri are allotted 231 buses.
Officials at the Telangana State Road Transport Corporation here said all the vehicles for poll purpose were dispatched by 10 a.m. on Thursday.
Returning Officers of the constituency concerned, along with nodal officers and the police, have identified routes, and through distribution and reception centres, the required material was handed over to officials. They were transported to respective polling stations on RTC buses. Electronic voting machines were transported amid high security using depot garage transporters.
Speaking to The Hindu, Regional Manager here, S. Madhusudan said bus operations would be rationalised in the wake of election service. Frequency of buses, plying between major routes like Nalgonda, Suryapet and Hyderabad, would go up from 10 to 30 minutes, while in a few places, operations are minimised.
“Thursday evening and election closing hours on Friday will see a lot of rush. A depot manager here is in charge at L.B. Nagar to supervise the situation,” he said.
Officials said the Election Commission has hired each bus for a specific rate of ₹20, 000 per day, ₹6,000 more than the usual running rate, to compensate for early reporting of buses on Thursday and delays after the whole process.
Normal operation of buses on all routes will resume on Saturday.
",https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,"['service', 'nalgonda', 'suryapet', 'routes', 'citizens', 'hit', 'poll', 'operations', 'rationalised', 'vehicles', 'buses', 'transported', 'rate', 'election', 'bus']","The old district of Nalgonda, which operates 730 buses on a daily basis, has sent 400 vehicles for poll duty to the 12 constituencies in three districts.
The new Nalgonda gets 169 buses, and Suryapet and Yadadri-Bhuvanagiri are allotted 231 buses.
Officials at the Telangana State Road Transport Corporation here said all the vehicles for poll purpose were dispatched by 10 a.m. on Thursday.
Speaking to The Hindu, Regional Manager here, S. Madhusudan said bus operations would be rationalised in the wake of election service.
Frequency of buses, plying between major routes like Nalgonda, Suryapet and Hyderabad, would go up from 10 to 30 minutes, while in a few places, operations are minimised."
189,"December 07, 2018 00:41",Campaign drives young girls to join armed forces,https://www.thehindu.com/news/cities/Hyderabad/campaign-drives-young-girls-to-join-armed-forces/article25683280.ece,hyderabad,"December 07, 2018 00:41 IST
Updated:
December 07, 2018 07:20 IST
more-in
Bike expedition by women officers of Indian Army comes to an end
Six women bikers of the Indian Army were surprised by a barrage of innocent questions posed to them by school students in rural India, as they set out to promote awareness about women joining the Army as well as women empowerment.
The officers of the Corps of Electronics and Mechanical Engineers (EME) had left on a week-long sojourn from Bhopal, reaching Secunderabad after halting in Mhow (Madhya Pradesh), Vadodara (Gujarat), Mumbai, Pune and Solapur (Maharashtra) as part of the 10th reunion celebrations of the Corps of EME under the banner of ‘EME Naari Shakti Motorcycle Expedition’.
The team included Capt. KU Roji, Lt. Priya Kashyap, Maj. Deepti Bhatt, Maj. Gazelle Sareen, Major R.K. Nirban and the expedition leader Lt. Manmeet Kaur.
Spreading awareness
Their purpose was to make people aware about the idea and possibility of women taking up positions in the Indian Army, something they found was altogether unknown in rural parts of the four States they visited.
Talking to The Hindu on their return to Secunderabad, the officers recounted how school children in rural areas had no awareness of women’s recruitment in the Indian Army and were also clueless about women empowerment. One of them said the students asked them if women were allowed to use guns in the Army, go to the battlefield or fly fighter jets, and so on.
“They were so innocent. We have answered all their queries and tried to motivate them to join the forces,” said Major Nirban.
The officers rode for 1,720 km. to mark women empowerment, spread awareness on Prime Minister Narendra Modi’s programme of ‘Beti Bachao’, Beti Padhao’ and motivate young girls to join the armed forces.
Through their seven-day road campaign, the team members also interacted with Veer Naaris, Armed Forces veterans and college students.
Lieutenant General Paramjit Singh flagged in the expedition, which was attended by actor Amala Akkineni and Dutee Chand, a double silver medal winner in women’s 100 metres and 200 metres at Jakarta Asian Games.
The concluding ceremony was also attended by a large number of serving officers, veterans, schoolchildren, including girl students of the Army Public School, Bolarum.
",https://www.thehindu.com/news/cities/Hyderabad/moevs5/article25686226.ece/ALTERNATES/LANDSCAPE_615/HY06-NAARISHAKTIMOTORCYCLE,"['drives', 'rural', 'indian', 'forces', 'eme', 'girls', 'join', 'young', 'campaign', 'awareness', 'army', 'womens', 'women', 'officers', 'students', 'armed', 'school']","KU Roji, Lt. Priya Kashyap, Maj. Deepti Bhatt, Maj. Gazelle Sareen, Major R.K. Nirban and the expedition leader Lt. Manmeet Kaur.
We have answered all their queries and tried to motivate them to join the forces,” said Major Nirban.
to mark women empowerment, spread awareness on Prime Minister Narendra Modi’s programme of ‘Beti Bachao’, Beti Padhao’ and motivate young girls to join the armed forces.
Through their seven-day road campaign, the team members also interacted with Veer Naaris, Armed Forces veterans and college students.
The concluding ceremony was also attended by a large number of serving officers, veterans, schoolchildren, including girl students of the Army Public School, Bolarum."
190,"December 07, 2018 00:40",Doorstep pick-up for voters with disabilities,https://www.thehindu.com/news/cities/Hyderabad/doorstep-pick-up-for-voters-with-disabilities/article25683276.ece,hyderabad,"December 07, 2018 00:40 IST
Updated:
December 07, 2018 07:12 IST
more-in
Vehicles to start between 8 a.m. and 10 a.m., with routes changing every two hours to cover all areas
The physically challenged and disabled persons in the city will be carried to the respective polling stations through vehicles organised by GHMC.
For their convenience, 150 vehicles have been deployed throughout the city, with staggered routes so that the disabled voters can be picked up from their doorstep and taken to the polling station, the District Election Officer M. Dana Kishore said, after flagging off the vehicles on Thursday.
The vehicles will start between 8 a.m. and 10 a.m., with routes changing every two hours so as to cover all the assigned routes. This will last till the end of the polling.
Mr. Kishore appealed to the drivers of the vehicles deployed to ensure that they cast their votes before 8 a.m. so they can join the duty.
He also appreciated the efforts of student volunteers who are coordinating the transportation arrangements, and said they will be paid ₹600 by way of remuneration.
There are about 18,000 voters with disabilities in all the 15 Assembly constituencies. With the help of VAADA app, mapping has been done to pick up the voters from their residences.
A GHMC release informed that all poll arrangements have been completed in the city’s 15 constituencies.
Over 40.57 lakh voters from the 15 constituencies of Hyderabad district will choose from the 313 candidates who are contesting in the elections . Mr. Kishore said 98 per cent of voter slips have been distributed.
Of a total of 3873 polling stations, 1,404 are identified as critical, where CC cameras will be installed. Micro observers have been deployed in 532 critical polling locations, while live webcasting has been arranged in all the stations.
Two polling stations per constituency have been designated as model polling stations, with all facilities. distribution of EVMs, Control units and VVPATs has been completed.
About 16,000 employees have been designated as presiding officers, polling officers and micro observers. High level officials from GHMC will act as nodal officers, the note said.
",https://www.thehindu.com/news/cities/Hyderabad/cqk392/article25686218.ece/ALTERNATES/LANDSCAPE_615/HY06-WHEEL-TELANGANAASSEMBLYELECTIONS,"['voters', 'stations', 'pickup', 'disabilities', 'kishore', 'routes', 'observers', 'polling', 'vehicles', 'officers', '15', 'doorstep', 'deployed']","The physically challenged and disabled persons in the city will be carried to the respective polling stations through vehicles organised by GHMC.
There are about 18,000 voters with disabilities in all the 15 Assembly constituencies.
Of a total of 3873 polling stations, 1,404 are identified as critical, where CC cameras will be installed.
Two polling stations per constituency have been designated as model polling stations, with all facilities.
About 16,000 employees have been designated as presiding officers, polling officers and micro observers."
191,"December 07, 2018 00:39",Challenges aplenty in Serilingampally,https://www.thehindu.com/news/cities/Hyderabad/challenges-aplenty-in-serilingampally/article25683253.ece,hyderabad,"December 07, 2018 00:39 IST
Updated:
December 07, 2018 00:39 IST
more-in
Winning candidate will have diverse issues and demands to grapple with
Serilingampally may be nestled in the neighbouring Ranga Reddy and Medchal districts, but reflective of Hyderabad in many ways.
Small pockets retain an old-world charm, while several areas have morphed into a preferred destination for families from different corners of the country. It is home to globally renowned firms in the field of information technology and ITeS, a fulcrum of sorts for the growth Hyderabad is witnessing.
All this has meant that the Assembly constituency finds itself grappling with issues that invariably accompany a fast-paced transformation, one whose main trigger is the appreciation in realty prices.
For the candidates aspiring to become MLA from Serilingampally, this translates into dealing with a diverse range of issues and demands, from basic roads, water, sewerage, stormwater drains, ensuring planned development, improving connectivity, addressing traffic woes, creating facilities on roads for pedestrians, rejuvenating water bodies and safeguarding government lands.
Given that the constituency is home to people from different economic and educational backgrounds, striking a balance will be a challenge.
Making their task difficult is also the extant of the constituency stretching from Nanakramguda, Gopanpally to parts of Kukatpally and covering the fast developing areas of Serilingampally, Nallagandla as well as Gachibowli. Figuring in the constituency limits, in parts or whole, are Chanda Nagar, Miyapur, Rai Durgam, Madeenaguda, Hazeefpet, Kondapur, Kothaguda, Madhapur, Pragati Nagar and Allwyn Colony.
This seems to be a factor coming in the way of intensive campaigning, like in the past when door to door campaign was a norm. The vast areas to be covered and the restrictions imposed by the Election Commission has meant candidates of frontline parties bank on appeal of their leaders.
A total of 29 candidates have tossed their hats into the ring for what would be third such election since the constituency was carved out from erstwhile Khairtabad constituency. Besides the BJP, TRS, TDP and BSP candidates, there are 17 independents and eight others are in the fray.
The contest will essentially be triangular with incumbent Arekapudi Gandhi of TRS; V.Ananda Prasad of TDP as the candidate of People’s Front; and Gajjala Yoganand of BJP locking horns.
Mr. Gandhi won in 2014 on a TDP ticket with a margin of 76,257 votes over Komaragoni Shankar Goud of TRS. Bikshapathi Yadav M. of Congress was placed third with 43,266. In 2009, Mr.Yadav had won with a margin of 1,327 votes over Movva Satyanarayana of TDP, both of whom had this time around filed nominations only to be pacified to withdraw the same.
A lot in this election would depend on the voter turnout, appeal of candidates to voters from beyond Telangana who have made Serilingampally their home and policies of their parties.
",https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,"['challenges', 'won', 'serilingampally', 'trs', 'tdp', 'areas', 'water', 'constituency', 'votes', 'aplenty', 'candidates', 'election']","Serilingampally may be nestled in the neighbouring Ranga Reddy and Medchal districts, but reflective of Hyderabad in many ways.
Making their task difficult is also the extant of the constituency stretching from Nanakramguda, Gopanpally to parts of Kukatpally and covering the fast developing areas of Serilingampally, Nallagandla as well as Gachibowli.
Besides the BJP, TRS, TDP and BSP candidates, there are 17 independents and eight others are in the fray.
Mr. Gandhi won in 2014 on a TDP ticket with a margin of 76,257 votes over Komaragoni Shankar Goud of TRS.
A lot in this election would depend on the voter turnout, appeal of candidates to voters from beyond Telangana who have made Serilingampally their home and policies of their parties."
192,"December 07, 2018 00:38",Award for metro rail MD,https://www.thehindu.com/news/cities/Hyderabad/award-for-metro-rail-md/article25683227.ece,hyderabad,"December 07, 2018 00:38 IST
Updated:
December 07, 2018 00:38 IST
more-in
L&T Metro Rail (Hyderabad) Limited Managing Director and CEO K.V.B. Reddy has been conferred with the “International Leadership Innovation Excellence Award” by Institute of Economic Studies at the International Economic Summit held recently in Bangkok.
He was also presented a gold medal for enhancing the image of India, globally. Both were handed over by Korn Dabbaransi, former Deputy Prime Minister of Thailand and Princess Isabelle Lafforgue, International Princess of Mindanao.
“The leadership award represents success of Hyderabad Metro Rail and gold medal commemorates its exemplary service and first anniversary,” Mr. Reddy said.
",https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,"['metro', 'international', 'hyderabad', 'md', 'award', 'economic', 'reddy', 'leadership', 'princess', 'gold', 'medal', 'rail']","L&T Metro Rail (Hyderabad) Limited Managing Director and CEO K.V.B.
Reddy has been conferred with the “International Leadership Innovation Excellence Award” by Institute of Economic Studies at the International Economic Summit held recently in Bangkok.
He was also presented a gold medal for enhancing the image of India, globally.
Both were handed over by Korn Dabbaransi, former Deputy Prime Minister of Thailand and Princess Isabelle Lafforgue, International Princess of Mindanao.
“The leadership award represents success of Hyderabad Metro Rail and gold medal commemorates its exemplary service and first anniversary,” Mr. Reddy said."
193,"December 07, 2018 00:37",Daily flight to Kolhapur from December 9,https://www.thehindu.com/news/cities/Hyderabad/daily-flight-to-kolhapur-from-december-9/article25683213.ece,hyderabad,"December 07, 2018 00:37 IST
Updated:
December 07, 2018 00:37 IST
more-in
Alliance Air, the wholly owned subsidiary of Air India, is commencing a daily direct flight from Hyderabad and Bengaluru to Kolhapur and in return direction, with effect from December 9. The daily flight from Hyderabad to Bengaluru via Kolhapur and return will operate with an ATR 72 aircraft.
Flight AI-9875 will depart from Hyderabad at 10.45 a.m. to reach Kolhapur at 12.10 a.m. on all days except Tuesdays. It will then leave Kolhapur at 12.35 p.m. to reach Bengaluru at 2.15 p.m.
On Tuesdays, the flight will leave Hyderabad at 11.40 a.m. to arrive in Kolhapur at 1.05 p.m, and then depart from Kolhapur at 1.35 p.m. to reach Bengaluru at 3.30 p.m.
In the return direction, Flight AI 9876 will leave Bengaluru at 2.45 p.m. to arrive in Kolhapur at 4 p.m. on all days except Tuesdays. It will leave Kolhapur at 4.25 p.m. to arrive in Hyderabad at 5.50 p.m. On Tuesdays, it will leave Bengaluru at 3.55 p.m. to arrive in Kolhapur at 5.25 p.m. and from there, leave at 5.50 p.m. to reach Hyderabad at 7.15 p.m.
",https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,"['hyderabad', 'arrive', 'bengaluru', 'return', 'direction', 'leave', 'kolhapur', 'reach', 'daily', 'tuesdays', 'flight']","Alliance Air, the wholly owned subsidiary of Air India, is commencing a daily direct flight from Hyderabad and Bengaluru to Kolhapur and in return direction, with effect from December 9.
The daily flight from Hyderabad to Bengaluru via Kolhapur and return will operate with an ATR 72 aircraft.
Flight AI-9875 will depart from Hyderabad at 10.45 a.m. to reach Kolhapur at 12.10 a.m. on all days except Tuesdays.
It will then leave Kolhapur at 12.35 p.m. to reach Bengaluru at 2.15 p.m.On Tuesdays, the flight will leave Hyderabad at 11.40 a.m. to arrive in Kolhapur at 1.05 p.m, and then depart from Kolhapur at 1.35 p.m. to reach Bengaluru at 3.30 p.m.
In the return direction, Flight AI 9876 will leave Bengaluru at 2.45 p.m. to arrive in Kolhapur at 4 p.m. on all days except Tuesdays."
194,"December 07, 2018 00:35",Many on poll duty yet to get postal ballots,https://www.thehindu.com/news/cities/Hyderabad/many-on-poll-duty-yet-to-get-postal-ballots/article25683201.ece,hyderabad,"December 07, 2018 00:35 IST
Updated:
December 07, 2018 07:11 IST
more-in
District election office had received 16,000 applications
Several employees, who have been commissioned for election duty in the city, have not got their postal ballots yet. This is despite GHMC’s claim that the ballots have been despatched to whoever has applied for those.
A total of 25,000 employees from various departments in the city and surrounding districts have been asked to join polling duty in the city.
While it is customary to deploy teaching staff from colleges and schools for election duty, this time round, employees have been drawn from many other departments, too, owing to staff shortage. “Initially kept under reserve, we all started receiving messages after 11 p.m. on Wednesday, asking us to join duties. This is the first time we are on polling duty, and have not received our postal ballots yet,” says Srivalli from the Food Corporation of India, deputed to Karwan constituency.
Similar is the complaint of Shabana Sultana, a government teacher with vote in Khairatabad and deployed in Yakutpura constituency.
The process of applying for postal ballot is tedious. It requires the heads of the respective departments to prepare a list of the employees on election duty, and submit to the district election officers under whom the employees would discharge their duties.
They would be issued application forms or Form-12, which need to be filled and returned along with identity and address proof. The required number of ballots would then be sent to the respective returning officers whose duty it is to ensure delivery to the employee. This time, forms have been distributed and collected at constituency-wise training camps conducted in the city.
The district election office at GHMC has reportedly received 16,000 applications for postal ballot, of which 5,200 were from city-based employees. They all have been sent the postal ballots, while for the remaining staff who are from outside the city, the ballots have been despatched to the returning officers concerned, they say.
Missing ballots
Meanwhile, G. Harshavardhan Reddy, official spokesperson for the Congress party, claims that more than 20,000-22000 postal ballots have gone missing across the state, and attributes it to the carelessness of district election officers. “District collectors, who are DEOs, are counter-accusing employees of not submitting applications. My question is, whether they cared enough to issue acknowledgement slips to employees from whom they have collected application forms during training camps,” Mr. Reddy says.
He has submitted a representation to Chief Electoral Officer Rajat Kumar urging him to address the issue, with the latter assuring that all employees would be given the ballots. However, given that the postal ballots need to be counted first, before the counting of direct ballot begins, it cannot be assured that they would reach in time.
",https://www.thehindu.com/news/cities/Hyderabad/9piw37/article25686206.ece/ALTERNATES/LANDSCAPE_615/HY07ELECTION,"['employees', 'departments', 'district', 'poll', 'duty', 'staff', 'ballots', 'forms', 'officers', 'postal', 'election']","Several employees, who have been commissioned for election duty in the city, have not got their postal ballots yet.
This is the first time we are on polling duty, and have not received our postal ballots yet,” says Srivalli from the Food Corporation of India, deputed to Karwan constituency.
They all have been sent the postal ballots, while for the remaining staff who are from outside the city, the ballots have been despatched to the returning officers concerned, they say.
Missing ballotsMeanwhile, G. Harshavardhan Reddy, official spokesperson for the Congress party, claims that more than 20,000-22000 postal ballots have gone missing across the state, and attributes it to the carelessness of district election officers.
However, given that the postal ballots need to be counted first, before the counting of direct ballot begins, it cannot be assured that they would reach in time."
195,"December 06, 2018 23:38",Royal welcome awaits voters,https://www.thehindu.com/news/cities/Hyderabad/royal-welcome-awaits-voters/article25682967.ece,hyderabad,"December 06, 2018 23:38 IST
Updated:
December 06, 2018 23:38 IST
more-in
Model polling stations to making polling a comfortable experience
A red carpet welcome awaits voters at the all-women managed model polling station designated as ‘Mahila Adarsha Polling Kendram’ located in the Ricca Bazar Government High School here in Khammam constituency, going to polls on Friday. Arrangements have been made to offer a red carpet welcome to the voters to make voting a pleasant experience for the electors, said an officer assigned the task of decorating the model polling station. The model polling station has been decked up to create elector-friendly ambience under the overall supervision of Collector and the District Election Officer R. V. Karnan.
Apart from provision of drinking water and other necessary amenities, signage with slogans on ethical voting and details of the polling booths have been put up on the precincts of the polling station, the officer said.
A total of five all-women managed polling stations have been set up one each in Khammam, Palair, Madhira, Wyra and Sattupalli constituencies as per the Election Commission’s directive to promote greater participation of women in the electoral process.
Women form a formidable force of the total electorate (10,85,167) in the district.
Female voters (5,52,598) outnumber male voters (5,32,493) in the district.
",https://www.thehindu.com/news/cities/Hyderabad/eawsqa/article25682966.ece/ALTERNATES/LANDSCAPE_615/HY07KHM-MODELPS,"['managed', 'voters', 'awaits', 'model', 'voting', 'total', 'royal', 'red', 'polling', 'welcome', 'station', 'officer']","A red carpet welcome awaits voters at the all-women managed model polling station designated as ‘Mahila Adarsha Polling Kendram’ located in the Ricca Bazar Government High School here in Khammam constituency, going to polls on Friday.
Arrangements have been made to offer a red carpet welcome to the voters to make voting a pleasant experience for the electors, said an officer assigned the task of decorating the model polling station.
The model polling station has been decked up to create elector-friendly ambience under the overall supervision of Collector and the District Election Officer R. V. Karnan.
Apart from provision of drinking water and other necessary amenities, signage with slogans on ethical voting and details of the polling booths have been put up on the precincts of the polling station, the officer said.
Female voters (5,52,598) outnumber male voters (5,32,493) in the district."
196,"December 06, 2018 23:35",Will the jinx be broken in Miryalaguda ?,https://www.thehindu.com/news/cities/Hyderabad/will-the-jinx-be-broken-in-miryalaguda/article25682964.ece,hyderabad,"December 06, 2018 23:35 IST
Updated:
December 06, 2018 23:35 IST
more-in
History has been unsatisfying for winning candidates in Miryalaguda, they had always been in the Opposition, no matter which party formed government.
Except T. Vijayasimha Reddy from Congress in 1989, the eight successfully elected between 1978 and 2014, completed their terms in the opposition. However, N. Bhaskar Rao who won on the Congress ticket in 2014 switched over to Telangana Rashtra Samithi and is its candidate for this election.
Congress has fielded BC leader R. Krishnaiah this time. Telugu Desam Party is the only party that never won an election here.
",https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,"['terms', 'miryalaguda', 'won', 'unsatisfying', 'broken', 'winning', 'opposition', 'telugu', 'ticket', 'jinx', 'congress', 'vijayasimha', 'party']","History has been unsatisfying for winning candidates in Miryalaguda, they had always been in the Opposition, no matter which party formed government.
Except T. Vijayasimha Reddy from Congress in 1989, the eight successfully elected between 1978 and 2014, completed their terms in the opposition.
However, N. Bhaskar Rao who won on the Congress ticket in 2014 switched over to Telangana Rashtra Samithi and is its candidate for this election.
Congress has fielded BC leader R. Krishnaiah this time.
Telugu Desam Party is the only party that never won an election here."
197,"December 06, 2018 23:34","Life between two states is no celebration for over 5,000 residents",https://www.thehindu.com/news/cities/Hyderabad/life-between-two-states-is-no-celebration-for-over-5000-residents/article25682960.ece,hyderabad,"KERAMERI (KUMRAM BHEEM ASIFABAD DISTRICT),
December 06, 2018 23:34 IST
Updated:
December 06, 2018 23:34 IST
more-in
Voters in two gram panchayats can vote in both Telangana and Maharashtra; but get a few benefits from both governments
Being citizens of two States would normally have voters enjoy double the government provided benefits but, the 4,311 voters of Parandoli and Anthapur gram panchayats, which are administered by both Telangana and Maharashtra governments, now find themselves neither here nor there.
As both the States are involved in a territorial dispute over an 80 sq km stretch of land located on the inter State border falling in Kerameri mandal of Asifabad (ST) Assembly constituency of Kumram Bheem Asifabad district in Telangana and Jivti taluka of Chandrapur district in the neighbouring State, they get to administer the dozen villages under the two gram panchayats which have a population of 5,769, most of whom are Marathi speaking SCs.
“Initially, we got benefits from either side but since the last few years, however, we are getting only rations supplied by both the States under Public Distribution System,” revealed Laxman Kamble, sarpanch of Parandoli representing Maharashtra government who, incidentally, was first elected sarpanch from the then Andhra Pradesh side in 1994.
Lost benefit
“We have water tanks built by Telangana but it goes abegging as Maharashtra does not supply electricity,” he quoted an example of how dual administration can actually harm the interest of the voters in Bolapathar, Isapur, Anthapur, Gowri, Arkepalli and Paraswada in Anthapur gram panchayat and Karanjiwada, Anarpalli, Lakhmapur, Kota, Parandoli and Jankapur in Parandoli gram panchayats.
The major demand of the villagers, who get to vote in elections on either side of the border by virtue of holding electors photo identity card from respective States, is rights on forest lands being tilled by them.
Crop loans
“We do not mind which State gives us the right but we want pattas to our lands so that we can access institutional crop loans and the power supply connections,” Prasiddha Khandare, an educated youth from the village pointed out.
“We have forest land spread over 100 sq km in the disputed area of which 80 sq km has been encroached upon by the villagers. They are tilling these lands since the 1950s,” stated Kerameri Forest Range Officer Syed Mazharuddin.
Forest lands
Incidentally, Maharashtra Forest department lays no claim to the forests in the area. “They have left forest protection to us,” the FRO disclosed.
“The Forest department does not permit even laying of roads,” complained Gangadhar Shinde, Parmeshwar Ingle and Mohan Kendre who were seen walking on the 6 km hilly stretch to reach Malepur, the nearest village where they can get an auto to reach Kerameri mandal headquarters. The RTC Adilabad Region has suspended the bus service after the existing dirt track got damaged in last monsoon.
On the positive side, Maharashtra government has a well maintained primary health sub-centre in Parandoli, the largest of the dozen villages. “For better health care we still need to go to Adilabad which is a painful exercise,” Mr. Khandare pointed out.
",https://www.thehindu.com/news/cities/Hyderabad/o2ugjv/article25682958.ece/ALTERNATES/LANDSCAPE_615/HY07ADB-TWOVOTES,"['gram', 'voters', 'km', 'forest', 'state', '5000', 'states', 'celebration', 'residents', 'parandoli', 'maharashtra', 'telangana', 'life', 'sq']","“We have forest land spread over 100 sq km in the disputed area of which 80 sq km has been encroached upon by the villagers.
Forest landsIncidentally, Maharashtra Forest department lays no claim to the forests in the area.
The RTC Adilabad Region has suspended the bus service after the existing dirt track got damaged in last monsoon.
On the positive side, Maharashtra government has a well maintained primary health sub-centre in Parandoli, the largest of the dozen villages.
“For better health care we still need to go to Adilabad which is a painful exercise,” Mr. Khandare pointed out."
